Table S1.1 Energy levels for the 16O16O X^3\Sigma state v = 0 - 39
     (relative to 16O16O X^3\Sigma state v = 0, N = 1, J = 0)     
==================================================================
    v    N    J    K  Energy(cm-1)    Unc.(cm-1)    Degeneracy
   18   47   47    0  27078.606994      0.038270            95
   18   47   48    0  27076.171760      0.037929            97
   18   49   48    0  27296.436152      0.043263            97
   18   49   49    0  27298.013285      0.043574            99
   18   49   50    0  27295.568291      0.043277           101
   18   51   50    0  27524.493193      0.049477           101
   18   51   51    0  27526.044211      0.049747           103
   18   51   52    0  27523.589782      0.049489           105
   18   53   52    0  27761.124196      0.056645           105
   18   53   53    0  27762.648764      0.056879           107
   18   53   54    0  27760.185225      0.056656           109
   18   55   54    0  28006.276188      0.064854           109
   18   55   55    0  28007.773972      0.065056           111
   18   55   56    0  28005.301645      0.064864           113
   18   57   56    0  28259.894236      0.074190           113
   18   57   57    0  28261.364902      0.074364           115
   18   57   58    0  28258.884108      0.074198           117
   18   59   58    0  28521.921457      0.084736           117
   18   59   59    0  28523.364667      0.084888           119
   18   59   60    0  28520.875726      0.084744           121
   18   61   60    0  28792.299015      0.096582           121
   18   61   61    0  28793.714434      0.096713           123
   18   61   62    0  28791.217666      0.096589           125
   18   63   62    0  29070.966140      0.109817           125
   18   63   63    0  29072.353430      0.109931           127
   18   63   64    0  29069.849153      0.109823           129
   18   65   64    0  29357.860125      0.124539           129
   18   65   65    0  29359.218948      0.124639           131
   19    1    0    0  25637.269456      0.016400             1
   19    1    1    0  25641.584604      0.011233             3
   19    1    2    0  25639.428975      0.010754             5
   19    3    2    0  25650.821836      0.009391             5
   19    3    3    0  25652.980796      0.011140             7
   19    3    4    0  25650.797382      0.010282             9
   19    5    4    0  25671.361329      0.009391             9
   19    5    5    0  25673.491200      0.010983            11
   19    5    6    0  25671.286935      0.009979            13
   19    7    6    0  25701.004151      0.009247            13
   19    7    7    0  25703.111119      0.010784            15
   19    7    8    0  25700.888297      0.009690            17
   19    9    8    0  25739.748156      0.009051            17
   19    9    9    0  25741.833770      0.010573            19
   19    9   10    0  25739.593586      0.009410            21
   19   11   10    0  25787.585573      0.008867            21
   19   11   11    0  25789.650282      0.010387            23
   19   11   12    0  25787.393534      0.009170            25
   19   13   12    0  25844.505843      0.008752            25
   19   13   13    0  25846.549699      0.010270            27
   19   13   14    0  25844.277010      0.009015            29
   19   15   14    0  25910.496104      0.008765            29
   19   15   15    0  25912.518984      0.010267            31
   19   15   16    0  25910.230882      0.008994            33
   19   17   16    0  25985.541328      0.008954            33
   19   17   17    0  25987.543015      0.010419            35
   19   17   18    0  25985.239977      0.009153            37
   19   19   18    0  26069.624364      0.009348            37
   19   19   19    0  26071.604590      0.010752            39
   19   19   20    0  26069.287062      0.009519            41
   19   21   20    0  26162.725965      0.009954            41
   19   21   21    0  26164.684430      0.011277            43
   19   21   22    0  26162.352837      0.010100            45
   19   23   22    0  26264.824796      0.010759            45
   19   23   23    0  26266.761180      0.011989            47
   19   23   24    0  26264.415931      0.010883            49
   19   25   24    0  26375.897443      0.011740            49
   19   25   25    0  26377.811410      0.012873            51
   19   25   26    0  26375.452907      0.011845            53
   19   27   26    0  26495.918417      0.012872            53
   19   27   27    0  26497.809621      0.013910            55
   19   27   28    0  26495.438257      0.012961            57
   19   29   28    0  26624.860157      0.014136            57
   19   29   29    0  26626.728248      0.015085            59
   19   29   30    0  26624.344409      0.014212            61
   19   31   30    0  26762.693039      0.015527            61
   19   31   31    0  26764.537658      0.016393            63
   19   31   32    0  26762.141729      0.015592            65
   19   33   32    0  26909.385375      0.017053            65
   19   33   33    0  26911.206161      0.017844            67
   19   33   34    0  26908.798521      0.017109            69
   19   35   34    0  27064.903421      0.018740            69
   19   35   35    0  27066.700009      0.019460            71
   19   35   36    0  27064.281036      0.018788            73
   19   37   36    0  27229.211380      0.020631            73
   19   37   37    0  27230.983402      0.021286            75
   19   37   38    0  27228.553470      0.020673            77
   19   39   38    0  27402.271404      0.022788            77
   19   39   39    0  27404.018491      0.023382            79
   19   39   40    0  27401.577972      0.022825            81
   19   41   40    0  27584.043604      0.025289            81
   19   41   41    0  27585.765384      0.025825            83
   19   41   42    0  27583.314650      0.025321            85
   19   43   42    0  27774.486050      0.028223            85
   19   43   43    0  27776.182150      0.028704            87
   19   43   44    0  27773.721570      0.028251            89
   19   45   44    0  27973.554779      0.031686            89
   19   45   45    0  27975.224825      0.032115            91
   19   45   46    0  27972.754767      0.031711            93
   19   47   46    0  28181.203799      0.035778            93
   19   47   47    0  28182.847415      0.036160            95
   19   47   48    0  28180.368247      0.035799            97
   19   49   48    0  28397.385095      0.040597            97
   19   49   49    0  28399.001906      0.040935            99
   19   49   50    0  28396.513993      0.040616           101
   19   51   50    0  28622.048637      0.046237           101
   19   51   51    0  28623.638264      0.046535           103
   19   51   52    0  28621.141971      0.046253           105
   19   53   52    0  28855.142381      0.052788           105
   19   53   53    0  28856.704447      0.053051           107
   19   53   54    0  28854.200137      0.052802           109
   19   55   54    0  29096.612281      0.060336           109
   19   55   55    0  29098.146408      0.060568           111
   19   55   56    0  29095.634443      0.060348           113
   19   57   56    0  29346.402292      0.068965           113
   19   57   57    0  29347.908100      0.069172           115
   19   57   58    0  29345.388843      0.068976           117
   19   59   58    0  29604.454378      0.078761           117
   19   59   59    0  29605.931487      0.078945           119
   19   59   60    0  29603.405299      0.078771           121
   19   61   60    0  29870.708521      0.089810           121
   19   61   61    0  29872.156551      0.089975           123
   19   61   62    0  29869.623791      0.089819           125
   19   63   62    0  30145.102723      0.102205           125
   19   63   63    0  30146.521294      0.102353           127
   19   63   64    0  30143.982321      0.102213           129
   19   65   64    0  30427.573020      0.116045           129
   19   65   65    0  30428.961751      0.116179           131
   20    1    0    0  26754.149762      0.019154             1
   20    1    1    0  26758.605512      0.014088             3
   20    1    2    0  26756.360173      0.013933             5
   20    3    2    0  26767.626576      0.012604             5
   20    3    3    0  26769.836362      0.014001             7
   20    3    4    0  26767.571889      0.013472             9
   20    5    4    0  26787.859896      0.012617             9
   20    5    5    0  26790.049087      0.013853            11
   20    5    6    0  26787.767138      0.013189            13
   20    7    6    0  26817.069464      0.012497            13
   20    7    7    0  26819.238883      0.013664            15
   20    7    8    0  26816.940238      0.012925            17
   20    9    8    0  26855.249215      0.012322            17
   20    9    9    0  26857.398808      0.013456            19
   20    9   10    0  26855.084039      0.012667            21
   20   11   10    0  26902.390284      0.012144            21
   20   11   11    0  26904.519788      0.013261            23
   20   11   12    0  26902.189391      0.012434            25
   20   13   12    0  26958.481537      0.012009            25
   20   13   13    0  26960.590613      0.013112            27
   20   13   14    0  26958.245052      0.012260            29
   20   15   14    0  27023.509668      0.011960            29
   20   15   15    0  27025.597946      0.013047            31
   20   15   16    0  27023.237664      0.012180            33
   20   17   16    0  27097.459226      0.012035            33
   20   17   17    0  27099.526314      0.013099            35
   20   17   18    0  27097.151746      0.012229            37
   20   19   18    0  27180.312622      0.012263            37
   20   19   19    0  27182.358121      0.013294            39
   20   19   20    0  27179.969696      0.012434            41
   20   21   20    0  27272.050139      0.012659            41
   20   21   21    0  27274.073642      0.013648            43
   20   21   22    0  27271.671783      0.012810            45
   20   23   22    0  27372.649933      0.013224            45
   20   23   23    0  27374.651030      0.014162            47
   20   23   24    0  27372.236157      0.013357            49
   20   25   24    0  27482.088040      0.013948            49
   20   25   25    0  27484.066317      0.014831            51
   20   25   26    0  27481.638849      0.014065            53
   20   27   26    0  27600.338375      0.014816            53
   20   27   27    0  27602.293415      0.015642            55
   20   27   28    0  27599.853769      0.014918            57
   20   29   28    0  27727.372738      0.015811            57
   20   29   29    0  27729.304126      0.016579            59
   20   29   30    0  27726.852716      0.015901            61
   20   31   30    0  27863.160821      0.016922            61
   20   31   31    0  27865.068136      0.017636            63
   20   31   32    0  27862.605378      0.017001            65
   20   33   32    0  28007.670204      0.018150            65
   20   33   33    0  28009.553027      0.018813            67
   20   33   34    0  28007.079332      0.018220            69
   20   35   34    0  28160.866366      0.019511            69
   20   35   35    0  28162.724277      0.020126            71
   20   35   36    0  28160.240058      0.019573            73
   20   37   36    0  28322.712687      0.021037            73
   20   37   37    0  28324.545263      0.021607            75
   20   37   38    0  28322.050931      0.021092            77
   20   39   38    0  28493.170452      0.022780            77
   20   39   39    0  28494.977272      0.023307            79
   20   39   40    0  28492.473237      0.022829            81
   20   41   40    0  28672.198856      0.024811            81
   20   41   41    0  28673.979497      0.025296            83
   20   41   42    0  28671.466169      0.024854            85
   20   43   42    0  28859.755011      0.027215            85
   20   43   43    0  28861.509049      0.027661            87
   20   43   44    0  28858.986836      0.027253            89
   20   45   44    0  29055.793947      0.030091            89
   20   45   45    0  29057.520959      0.030499            91
   20   45   46    0  29054.990270      0.030124            93
   20   47   46    0  29260.268624      0.033543            93
   20   47   47    0  29261.968185      0.033915            95
   20   47   48    0  29259.429428      0.033572            97
   20   49   48    0  29473.129932      0.037676            97
   20   49   49    0  29474.801617      0.038014            99
   20   49   50    0  29472.255198      0.037702           101
   20   51   50    0  29694.326700      0.042592           101
   20   51   51    0  29695.970085      0.042899           103
   20   51   52    0  29693.416410      0.042615           105
   20   53   52    0  29923.805703      0.048387           105
   20   53   53    0  29925.420361      0.048667           107
   20   53   54    0  29922.859836      0.048407           109
   20   55   54    0  30161.511666      0.055152           109
   20   55   55    0  30163.097173      0.055408           111
   20   55   56    0  30160.530201      0.055170           113
   20   57   56    0  30407.387274      0.062977           113
   20   57   57    0  30408.943203      0.063211           115
   20   57   58    0  30406.370190      0.062992           117
   20   59   58    0  30661.373178      0.071950           117
   20   59   59    0  30662.899103      0.072165           119
   20   59   60    0  30660.320451      0.071963           121
   20   61   60    0  30923.408002      0.082162           121
   20   61   61    0  30924.903495      0.082362           123
   20   61   62    0  30922.319607      0.082173           125
   20   63   62    0  31193.428349      0.093711           125
   20   63   63    0  31194.892985      0.093898           127
   20   63   64    0  31192.304261      0.093721           129
   20   65   64    0  31471.368815      0.106705           129
   20   65   65    0  31472.802165      0.106881           131
   21    1    0    0  27846.127111      0.022306             1
   21    1    1    0  27850.761022      0.017422             3
   21    1    2    0  27848.401183      0.017589             5
   21    3    2    0  27859.549562      0.016262             5
   21    3    3    0  27861.822937      0.017333             7
   21    3    4    0  27859.455260      0.017125             9
   21    5    4    0  27879.467598      0.016273             9
   21    5    5    0  27881.731510      0.017183            11
   21    5    6    0  27879.350771      0.016843            13
   21    7    6    0  27908.233515      0.016152            13
   21    7    7    0  27910.481813      0.016985            15
   21    7    8    0  27908.086797      0.016579            17
   21    9    8    0  27945.836187      0.015972            17
   21    9    9    0  27948.066726      0.016761            19
   21    9   10    0  27945.657178      0.016315            21
   21   11   10    0  27992.265349      0.015777            21
   21   11   11    0  27994.476946      0.016538            23
   21   11   12    0  27992.052953      0.016065            25
   21   13   12    0  28047.509165      0.015606            25
   21   13   13    0  28049.700978      0.016345            27
   21   13   14    0  28047.262782      0.015855            29
   21   15   14    0  28111.553799      0.015494            29
   21   15   15    0  28113.725142      0.016213            31
   21   15   16    0  28111.273065      0.015713            33
   21   17   16    0  28184.383309      0.015474            33
   21   17   17    0  28186.533576      0.016172            35
   21   17   18    0  28184.067984      0.015670            37
   21   19   18    0  28265.979605      0.015573            37
   21   19   19    0  28268.108233      0.016246            39
   21   19   20    0  28265.629520      0.015748            41
   21   21   20    0  28356.322433      0.015806            41
   21   21   21    0  28358.428888      0.016451            43
   21   21   22    0  28355.937465      0.015963            45
   21   23   22    0  28455.389373      0.016181            45
   21   23   23    0  28457.473138      0.016794            47
   21   23   24    0  28454.969427      0.016322            49
   21   25   24    0  28563.155836      0.016692            49
   21   25   25    0  28565.216406      0.017272            51
   21   25   26    0  28562.700838      0.016819            53
   21   27   26    0  28679.595067      0.017330            53
   21   27   27    0  28681.631944      0.017874            55
   21   27   28    0  28679.104954      0.017444            57
   21   29   28    0  28804.678141      0.018077            57
   21   29   29    0  28806.690834      0.018588            59
   21   29   30    0  28804.152862      0.018180            61
   21   31   30    0  28938.373976      0.018923            61
   21   31   31    0  28940.361995      0.019401            63
   21   31   32    0  28937.813485      0.019015            65
   21   33   32    0  29080.649326      0.019859            65
   21   33   33    0  29082.612188      0.020308            67
   21   33   34    0  29080.053584      0.019942            69
   21   35   34    0  29231.468792      0.020892            69
   21   35   35    0  29233.406014      0.021315            71
   21   35   36    0  29230.837763      0.020968            73
   21   37   36    0  29390.794824      0.022045            73
   21   37   37    0  29392.705925      0.022444            75
   21   37   38    0  29390.128474      0.022113            77
   21   39   38    0  29558.587726      0.023358            77
   21   39   39    0  29560.472227      0.023735            79
   21   39   40    0  29557.886024      0.023420            81
   21   41   40    0  29734.805659      0.024896            81
   21   41   41    0  29736.663081      0.025254            83
   21   41   42    0  29734.068575      0.024952            85
   21   43   42    0  29919.404649      0.026745            85
   21   43   43    0  29921.234514      0.027086            87
   21   43   44    0  29918.632155      0.026796            89
   21   45   44    0  30112.338593      0.029012            89
   21   45   45    0  30114.140423      0.029337            91
   21   45   46    0  30111.530659      0.029057            93
   21   47   46    0  30313.559260      0.031814            93
   21   47   47    0  30315.332579      0.032124            95
   21   47   48    0  30312.715859      0.031854            97
   21   49   48    0  30523.016303      0.035277            97
   21   49   49    0  30524.760634      0.035572            99
   21   49   50    0  30522.137407      0.035313           101
   21   51   50    0  30740.657262      0.039524           101
   21   51   51    0  30742.372129      0.039805           103
   21   51   52    0  30739.742845      0.039555           105
   21   53   52    0  30966.427573      0.044671           105
   21   53   53    0  30968.112499      0.044940           107
   21   53   54    0  30965.477605      0.044698           109
   21   55   54    0  31200.270572      0.050826           109
   21   55   55    0  31201.925081      0.051083           111
   21   55   56    0  31199.285026      0.050849           113
   21   57   56    0  31442.127504      0.058092           113
   21   57   57    0  31443.751119      0.058340           115
   21   57   58    0  31441.106352      0.058113           117
   21   59   58    0  31691.937532      0.066571           117
   21   59   59    0  31693.529778      0.066810           119
   21   59   60    0  31690.880744      0.066589           121
   21   61   60    0  31949.637742      0.076366           121
   21   61   61    0  31951.198141      0.076598           123
   21   61   62    0  31948.545290      0.076381           125
   21   63   62    0  32215.163152      0.087587           125
   21   63   63    0  32216.691230      0.087813           127
   21   63   64    0  32214.035006      0.087601           129
   21   65   64    0  32488.446723      0.100357           129
   21   65   65    0  32489.942003      0.100578           131
   22    1    0    0  28912.655670      0.026887             1
   22    1    1    0  28917.510962      0.022469             3
   22    1    2    0  28915.006959      0.022913             5
   22    3    2    0  28926.048989      0.021646             5
   22    3    3    0  28928.399507      0.022378             7
   22    3    4    0  28925.902472      0.022463             9
   22    5    4    0  28945.640244      0.021643             9
   22    5    5    0  28947.995933      0.022223            11
   22    5    6    0  28945.491648      0.022185            13
   22    7    6    0  28973.949561      0.021514            13
   22    7    7    0  28976.295175      0.022016            15
   22    7    8    0  28973.779784      0.021919            17
   22    9    8    0  29010.959260      0.021322            17
   22    9    9    0  29013.289918      0.021775            19
   22    9   10    0  29010.762057      0.021647            21
   22   11   10    0  29056.657285      0.021105            21
   22   11   11    0  29058.970596      0.021525            23
   22   11   12    0  29056.429800      0.021378            25
   22   13   12    0  29111.030925      0.020897            25
   22   13   13    0  29113.325396      0.021288            27
   22   13   14    0  29110.771604      0.021133            29
   22   15   14    0  29174.065716      0.020727            29
   22   15   15    0  29176.340258      0.021094            31
   22   15   16    0  29173.773616      0.020936            33
   22   17   16    0  29245.745146      0.020622            33
   22   17   17    0  29247.998879      0.020965            35
   22   17   18    0  29245.419650      0.020809            37
   22   19   18    0  29326.050550      0.020605            37
   22   19   19    0  29328.282710      0.020924            39
   22   19   20    0  29325.691230      0.020774            41
   22   21   20    0  29414.961068      0.020690            41
   22   21   21    0  29417.170965      0.020986            43
   22   21   22    0  29414.567614      0.020844            45
   22   23   22    0  29512.453629      0.020886            45
   22   23   23    0  29514.640617      0.021158            47
   22   23   24    0  29512.025808      0.021026            49
   22   25   24    0  29618.502943      0.021190            49
   22   25   25    0  29620.666408      0.021439            51
   22   25   26    0  29618.040574      0.021319            53
   22   27   26    0  29733.081497      0.021595            53
   22   27   27    0  29735.220845      0.021822            55
   22   27   28    0  29732.584436      0.021712            57
   22   29   28    0  29856.159557      0.022087            57
   22   29   29    0  29858.274211      0.022294            59
   22   29   30    0  29855.627686      0.022195            61
   22   31   30    0  29987.705167      0.022653            61
   22   31   31    0  29989.794562      0.022842            63
   22   31   32    0  29987.138389      0.022752            65
   22   33   32    0  30127.684158      0.023284            65
   22   33   33    0  30129.747734      0.023459            67
   22   33   34    0  30127.082388      0.023376            69
   22   35   34    0  30276.060145      0.023981            69
   22   35   35    0  30278.097352      0.024146            71
   22   35   36    0  30275.423311      0.024066            73
   22   37   36    0  30432.794534      0.024762            73
   22   37   37    0  30434.804824      0.024920            75
   22   37   38    0  30432.122572      0.024840            77
   22   39   38    0  30597.846527      0.025665            77
   22   39   39    0  30599.829358      0.025820            79
   22   39   40    0  30597.139380      0.025737            81
   22   41   40    0  30771.173126      0.026756            81
   22   41   41    0  30773.127958      0.026912            83
   22   41   42    0  30770.430742      0.026823            85
   22   43   42    0  30952.729139      0.028132            85
   22   43   43    0  30954.655436      0.028294            87
   22   43   44    0  30951.951471      0.028194            89
   22   45   44    0  31142.467187      0.029921            89
   22   45   45    0  31144.364412      0.030091            91
   22   45   46    0  31141.654189      0.029977            93
   22   47   46    0  31340.337707      0.032275            93
   22   47   47    0  31342.205326      0.032456            95
   22   47   48    0  31339.489337      0.032326            97
   22   49   48    0  31546.288961      0.035360            97
   22   49   49    0  31548.126441      0.035551            99
   22   49   50    0  31545.405178      0.035404           101
   22   51   50    0  31760.267041      0.039339           101
   22   51   51    0  31762.073851      0.039541           103
   22   51   52    0  31759.347807      0.039378           105
   22   53   52    0  31982.215878      0.044366           105
   22   53   53    0  31983.991487      0.044579           107
   22   53   54    0  31981.261154      0.044400           109
   22   55   54    0  32212.077247      0.050579           109
   22   55   55    0  32213.821124      0.050802           111
   22   55   56    0  32211.086997      0.050609           113
   22   57   56    0  32449.790776      0.058103           113
   22   57   57    0  32451.502392      0.058333           115
   22   57   58    0  32448.764964      0.058129           117
   22   59   58    0  32695.293955      0.067055           117
   22   59   59    0  32696.972781      0.067292           119
   22   59   60    0  32694.232544      0.067077           121
   22   61   60    0  32948.522142      0.077553           121
   22   61   61    0  32950.167648      0.077795           123
   22   61   62    0  32947.425095      0.077572           125
   22   63   62    0  33209.408570      0.089724           125
   22   63   63    0  33211.020228      0.089970           127
   22   63   64    0  33208.275852      0.089740           129
   22   65   64    0  33477.884362      0.103706           129
   22   65   65    0  33479.461643      0.103955           131
   23    1    0    0  29953.109983      0.037604             1
   23    1    1    0  29958.235911      0.034286             3
   23    1    2    0  29955.552369      0.034837             5
   23    3    2    0  29966.504145      0.033821             5
   23    3    3    0  29968.945684      0.034205             7
   23    3    4    0  29966.288548      0.034467             9
   23    5    4    0  29985.754265      0.033802             9
   23    5    5    0  29988.220231      0.034067            11
   23    5    6    0  29985.563524      0.034232            13
   23    7    6    0  30013.591050      0.033681            13
   23    7    7    0  30016.054336      0.033882            15
   23    7    8    0  30013.390700      0.034002            17
   23    9    8    0  30049.988341      0.033503            17
   23    9    9    0  30052.440461      0.033663            19
   23    9   10    0  30049.767051      0.033761            21
   23   11   10    0  30094.931776      0.033298            21
   23   11   11    0  30097.368753      0.033427            23
   23   11   12    0  30094.684357      0.033514            25
   23   13   12    0  30148.407552      0.033090            25
   23   13   13    0  30150.827044      0.033193            27
   23   13   14    0  30148.131183      0.033277            29
   23   15   14    0  30210.400454      0.032900            29
   23   15   15    0  30212.800850      0.032979            31
   23   15   16    0  30210.093422      0.033065            33
   23   17   16    0  30280.893307      0.032747            33
   23   17   17    0  30283.273376      0.032804            35
   23   17   18    0  30280.554494      0.032894            37
   23   19   18    0  30359.866790      0.032645            37
   23   19   19    0  30362.225517      0.032681            39
   23   19   20    0  30359.495423      0.032779            41
   23   21   20    0  30447.299361      0.032605            41
   23   21   21    0  30449.635857      0.032622            43
   23   21   22    0  30446.894882      0.032727            45
   23   23   22    0  30543.167215      0.032631            45
   23   23   23    0  30545.480680      0.032629            47
   23   23   24    0  30542.729207      0.032744            49
   23   25   24    0  30647.444277      0.032723            49
   23   25   25    0  30649.733965      0.032704            51
   23   25   26    0  30646.972418      0.032828            53
   23   27   26    0  30760.102189      0.032875            53
   23   27   27    0  30762.367394      0.032839            55
   23   27   28    0  30759.596225      0.032972            57
   23   29   28    0  30881.110310      0.033077            57
   23   29   29    0  30883.350354      0.033028            59
   23   29   30    0  30880.570036      0.033168            61
   23   31   30    0  31010.435715      0.033321            61
   23   31   31    0  31012.649942      0.033262            63
   23   31   32    0  31009.860963      0.033406            65
   23   33   32    0  31148.043200      0.033603            65
   23   33   33    0  31150.230968      0.033536            67
   23   33   34    0  31147.433827      0.033683            69
   23   35   34    0  31293.895281      0.033928            69
   23   35   35    0  31296.055961      0.033858            71
   23   35   36    0  31293.251167      0.034004            73
   23   37   36    0  31447.952201      0.034320            73
   23   37   37    0  31450.085172      0.034250            75
   23   37   38    0  31447.273242      0.034392            77
   23   39   38    0  31610.171933      0.034825            77
   23   39   39    0  31612.276583      0.034761            79
   23   39   40    0  31609.458038      0.034893            81
   23   41   40    0  31780.510187      0.035524            81
   23   41   41    0  31782.585908      0.035472            83
   23   41   42    0  31779.761274      0.035588            85
   23   43   42    0  31958.920413      0.036540            85
   23   43   43    0  31960.966602      0.036505            87
   23   43   44    0  31958.136408      0.036600            89
   23   45   44    0  32145.353807      0.038037            89
   23   45   45    0  32147.369867      0.038026            91
   23   45   46    0  32144.534644      0.038093            93
   23   47   46    0  32339.759321      0.040220            93
   23   47   47    0  32341.744654      0.040238            95
   23   47   48    0  32338.904937      0.040272            97
   23   49   48    0  32542.083665      0.043320            97
   23   49   49    0  32544.037678      0.043370            99
   23   49   50    0  32541.194003      0.043366           101
   23   51   50    0  32752.271316      0.047566           101
   23   51   51    0  32754.193418      0.047650           103
   23   51   52    0  32751.346322      0.047607           105
   23   53   52    0  32970.264525      0.053172           105
   23   53   53    0  32972.154126      0.053289           107
   23   53   54    0  32969.304149      0.053208           109
   23   55   54    0  33196.003325      0.060320           109
   23   55   55    0  33197.859837      0.060467           111
   23   55   56    0  33195.007517      0.060351           113
   23   57   56    0  33429.425539      0.069164           113
   23   57   57    0  33431.248375      0.069337           115
   23   57   58    0  33428.394252      0.069191           117
   23   59   58    0  33670.466788      0.079841           117
   23   59   59    0  33672.255362      0.080037           119
   23   59   60    0  33669.399976      0.079864           121
   23   61   60    0  33919.060499      0.092485           121
   23   61   61    0  33920.814225      0.092699           123
   23   61   62    0  33917.958118      0.092505           125
   23   63   62    0  34175.137914      0.107236           125
   23   63   63    0  34176.856209      0.107466           127
   23   63   64    0  34173.999920      0.107253           129
   23   65   64    0  34438.628101      0.124250           129
   23   65   65    0  34440.310379      0.124492           131
   24    1    0    0  30966.778591      0.062459             1
   24    1    1    0  30972.230816      0.060393             3
   24    1    2    0  30969.325651      0.060874             5
   24    3    2    0  30980.209190      0.060177             5
   24    3    3    0  30982.755321      0.060332             7
   24    3    4    0  30979.902043      0.060616             9
   24    5    4    0  30999.100438      0.060151             9
   24    5    5    0  31001.696288      0.060227            11
   24    5    6    0  30998.853604      0.060444            13
   24    7    6    0  31026.445290      0.060052            13
   24    7    7    0  31029.048329      0.060084            15
   24    7    8    0  31026.204242      0.060271            17
   24    9    8    0  31062.206674      0.059910            17
   24    9    9    0  31064.803666      0.059913            19
   24    9   10    0  31061.953348      0.060085            21
   24   11   10    0  31106.367245      0.059744            21
   24   11   11    0  31108.952124      0.059725            23
   24   11   12    0  31106.093354      0.059890            25
   24   13   12    0  31158.911837      0.059568            25
   24   13   13    0  31161.481142      0.059530            27
   24   13   14    0  31158.612868      0.059694            29
   24   15   14    0  31219.824325      0.059396            29
   24   15   15    0  31222.375768      0.059341            31
   24   15   16    0  31219.497543      0.059507            33
   24   17   16    0  31289.086766      0.059238            33
   24   17   17    0  31291.618661      0.059167            35
   24   17   18    0  31288.730384      0.059338            37
   24   19   18    0  31366.679091      0.059102            37
   24   19   19    0  31369.190098      0.059016            39
   24   19   20    0  31366.291876      0.059193            41
   24   21   20    0  31452.578985      0.058993            41
   24   21   21    0  31455.067973      0.058893            43
   24   21   22    0  31452.160047      0.059076            45
   24   23   22    0  31546.761826      0.058912            45
   24   23   23    0  31549.227799      0.058799            47
   24   23   24    0  31546.310503      0.058989            49
   24   25   24    0  31649.200662      0.058857            49
   24   25   25    0  31651.642715      0.058731            51
   24   25   26    0  31648.716444      0.058929            53
   24   27   26    0  31759.866195      0.058824            53
   24   27   27    0  31762.283485      0.058687            55
   24   27   28    0  31759.348681      0.058891            57
   24   29   28    0  31878.726777      0.058807            57
   24   29   29    0  31881.118508      0.058660            59
   24   29   30    0  31878.175646      0.058870            61
   24   31   30    0  32005.748405      0.058803            61
   24   31   31    0  32008.113815      0.058649            63
   24   31   32    0  32005.163394      0.058863            65
   24   33   32    0  32140.894729      0.058815            65
   24   33   33    0  32143.233080      0.058657            67
   24   33   34    0  32140.275619      0.058872            69
   24   35   34    0  32284.127046      0.058859            69
   24   35   35    0  32286.437619      0.058698            71
   24   35   36    0  32283.473651      0.058913            73
   24   37   36    0  32435.404309      0.058966            73
   24   37   37    0  32437.686400      0.058807            75
   24   37   38    0  32434.716471      0.059018            77
   24   39   38    0  32594.683129      0.059198            77
   24   39   39    0  32596.936047      0.059044            79
   24   39   40    0  32593.960711      0.059247            81
   24   41   40    0  32761.917781      0.059649            81
   24   41   41    0  32764.140843      0.059506            83
   24   41   42    0  32761.160662      0.059696            85
   24   43   42    0  32937.060209      0.060464            85
   24   43   43    0  32939.252740      0.060337            87
   24   43   44    0  32936.268282      0.060509            89
   24   45   44    0  33120.060033      0.061838            89
   24   45   45    0  33122.221365      0.061734            91
   24   45   46    0  33119.233201      0.061881            93
   24   47   46    0  33310.864553      0.064023            93
   24   47   47    0  33312.994022      0.063948            95
   24   47   48    0  33310.002730      0.064063            97
   24   49   48    0  33509.418760      0.067312            97
   24   49   49    0  33511.515706      0.067271            99
   24   49   50    0  33508.521864      0.067349           101
   24   51   50    0  33715.665338      0.072021           101
   24   51   51    0  33717.729106      0.072018           103
   24   51   52    0  33714.733297      0.072055           105
   24   53   52    0  33929.544677      0.078458           105
   24   53   53    0  33931.574613      0.078495           107
   24   53   54    0  33928.577421      0.078489           109
   24   55   54    0  34150.994875      0.086900           109
   24   55   55    0  34152.990329      0.086975           111
   24   55   56    0  34149.992339      0.086928           113
   24   57   56    0  34379.951753      0.097582           113
   24   57   57    0  34381.912075      0.097693           115
   24   57   58    0  34378.913875      0.097606           117
   24   59   58    0  34616.348855      0.110700           117
   24   59   59    0  34618.273400      0.110843           119
   24   59   60    0  34615.275578      0.110721           121
   24   61   60    0  34860.117467      0.126428           121
   24   61   61    0  34862.005588      0.126599           123
   24   61   62    0  34859.008733      0.126447           125
   24   63   62    0  35111.186618      0.144936           125
   24   63   63    0  35113.037672      0.145130           127
   24   63   64    0  35110.042374      0.144952           129
   24   65   64    0  35369.483094      0.166400           129
   24   65   65    0  35371.296437      0.166613           131
   25    1    0    0  31952.857339      0.109104             1
   25    1    1    0  31958.698297      0.107891             3
   25    1    2    0  31955.521535      0.108256             5
   25    3    2    0  31966.366624      0.107795             5
   25    3    3    0  31969.029806      0.107847             7
   25    3    4    0  31965.938184      0.108082             9
   25    5    4    0  31984.877313      0.107768             9
   25    5    5    0  31987.623272      0.107770            11
   25    5    6    0  31984.555705      0.107961            13
   25    7    6    0  32011.706822      0.107691            13
   25    7    7    0  32014.473120      0.107664            15
   25    7    8    0  32011.411472      0.107836            17
   25    9    8    0  32046.804154      0.107582            17
   25    9    9    0  32049.571302      0.107536            19
   25    9   10    0  32046.508099      0.107698            21
